txn_city_corrected_name,txn_city_lat,txn_city_long,txn_city
Kapustino,59.506,39.878,KAPUSTINO
KAPYREVSHHINA,-1.0,-1.0,KAPYREVSHHINA
Karabanovo,56.3050386,38.699287,KARABANOVO
Karabash,55.4909964,60.20314070000001,KARABASH
Karabashevo,55.3939476,54.1713491,KARABASHEVO
Karabikha,57.5073841,39.7659102,KARABIKHA
KARABUDAKHKEN,-1.0,-1.0,KARABUDAKHKEN
Karabula,58.0387406,97.3847639,KARABULA
KARACHAELGA,-1.0,-1.0,KARACHAELGA
Karachayevsk,43.7722179,41.9142433,KARACHAEVSK
KARACHELSKOE,-1.0,-1.0,KARACHELSKOE
Karachev,53.1223855,34.9829836,KARACHEV
Karachev,53.1223855,34.9829836,KARACHEV G
Karachikha,57.6467086,39.77013520000001,KARACHIKHA
Karachino,58.0184184,68.16023129999999,KARACHINO
Karagach,43.8051322,43.7759042,KARAGACH
Karagayevo,54.1436921,56.70359690000001,KARAGAEVO
Karagay-Kul',55.50550699999999,56.4553737,KARAGAIKUL
Karagay,58.263232,54.9326774,KARAGAJ
Karagali,46.2635689,47.9864427,KARAGALI
Karagali,46.2635689,47.9864427,KARAGALI PRIV
Lake Karachay,55.6781032,60.7996464,KARAGAY
845,45.50478469999999,-73.5771511,KARAGL
Karaidel,55.8429698,56.8948472,KARAIDEL
Karaidel,55.8429698,56.8948472,KARAIDELJ
Karaidelsky District,55.8293103,56.9145219,KARAIDELSKIJ
Haddadi Boulevard,35.8198271,50.9463349,KARAJ
Karakul',54.2352056,56.3940844,KARAKUL
Karakulino,56.0116996,53.701144,KARAKULINO
Karamali,54.5843315,56.277826,KARAMALY
KARAMALYGUBE,-1.0,-1.0,KARAMALYGUBE
Karan,54.0495497,54.742461,KARAN
#1605,28.5469663,-81.3793527,KARANDEEVKA
Karashur,57.1317519,53.1603183,KARASHUR
KARASINSKOE,-1.0,-1.0,KARASINSKOE
KARASK,-1.0,-1.0,KARASK
Karasuk,53.7315367,78.04969860000001,KARASUK
Karasuk,53.7315367,78.04969860000001,KARASUK G
Karavaevo,55.6278807,33.424722,KARAVAEVO
Karavayevo,57.7345468,41.070495,KARAVAEVO P
Kardailovo,51.53740699999999,53.911998,KARDAILOVO
Kardymovo,54.8885399,32.4344679,KARDYMOVO
Kirovskii,45.0956164,133.4980776,KARDYMOVSKIY
Republic of Karelia,63.15587019999999,32.9905552,KARELIYA
Kargali,55.2154251,50.8957655,KARGALI
KARGANSKIJ,-1.0,-1.0,KARGANSKIJ
Kargapol'e,55.95748469999999,64.44633689999999,KARGAPOLE
Kargapol'e,55.95748469999999,64.44633689999999,KARGAPOLIE
Kargapolovo,53.74962350000001,81.93468990000001,KARGAPOLOVO
Kargapolsky District,55.8076595,64.5920589,KARGAPOLSKIY
Kargasok,59.0535405,80.8770602,KARGASOK
Kargat,55.1929276,80.28260209999999,KARGAT
Kargopolsky District,61.2054851,38.7849276,KARGOPOL
Kargopolsky District,61.2054851,38.7849276,KARGOPOLE
Karimovo,53.5546325,54.16713970000001,KARIMOVO
Karinskoye,55.7130349,36.68469839999999,KARINSKOE
KARKATEEVY,-1.0,-1.0,KARKATEEVY
Karkino,58.4690968,50.0142164,KARKINO
974,50.2242773,12.8760463,KARLOVY VARY
Kodiak,57.5692224,-154.4585083,KARLUK
Karlushka,51.981973,85.851874,KARLUSHKA
Karlichanovo,55.9493727,58.69127539999999,KARLYKHANOVO
KARMACKALY,-1.0,-1.0,KARMACKALY
Karmak,57.0955662,64.859608,KARMAK
Karmanovka,53.0678237,46.7485508,KARMANOVKA
Karmanovo,56.23963759999999,54.5504616,KARMANOVO
KARMASKALINSK,-1.0,-1.0,KARMASKALINSK
Karmaskaly,53.7406255,55.8746137,KARMASKALY
Karpinsk,59.7664485,60.0012734,KARPINSK
Karpinsk,59.7664485,60.0012734,KARPINSK G
Karpogory,64.00004489999999,44.4537757,KARPOGORI PIN
Karpogory,64.00004489999999,44.4537757,KARPOGORY
Karpovka,55.076389,53.303611,KARPOVKA
Karpovo,54.6752105,56.0918887,KARPOVO
KARPUSHEVKA,-1.0,-1.0,KARPUSHEVKA
Karpysak,55.0388387,83.71134529999999,KARPYSAK
Karasuk,53.7315367,78.04969860000001,KARSUK
Karsun,54.194394,46.97338,KARSUN
Karsy,54.2516332,61.41178429999999,KARSY
Kartaly,53.05330379999999,60.63884909999999,KARTALY
Kartmazovo,55.6148137,37.3907803,KARTMAZOVO
Karymkary,62.02722199999999,67.4110571,KARYMKARY
Karymskoe,51.6262572,114.3495651,KARYMSKOE
Karzhimant,52.7986443,45.51051959999999,KARZHIMANT
Kasargi,55.33999180000001,61.1105898,KASARGI
Kashary,49.0371038,41.0124889,KASHARY
Kashin,57.36063309999999,37.60816820000001,KASHIN
Kashino,56.6759493,35.6873259,KASHINO
Kashino,56.5364151,60.8666691,KASHINO S.
Kashira,54.8349583,38.1507644,KASHIRA
Kashira,54.8349583,38.1507644,KASHIRA G
Kashira,54.8349583,38.1507644,KASHIRA P.NO
Kashirino,55.27999999999999,65.5250001,KASHIRINO
105,55.42034899999999,37.777198,KASHIRSKOE
61,55.6209472,37.71392489999999,KASHIRSKOE SH
Kashkhatau,43.3158962,43.6049164,KASHKHATAU
Kashtak,56.5066235,84.9620563,KASHTAK
7707,34.0910068,-118.3569687,KASHTAN
Kasimov,54.9497574,41.3974054,KASIMOV
29,55.59357749999999,37.6569135,KASIMOVSKIY R
Kaskara,57.1832109,65.9056191,KASKARA
Kasli,55.89634789999999,60.7590889,KASLI
Kaspiysk,42.87404919999999,47.6404175,KASPIJSK
Kaspiysk,42.87404919999999,47.6404175,KASPIYSK
Kastornoye,51.8302876,38.1427144,KASTORNOE
Kasumkent,41.6780981,48.162947,KASUMKENT
KATAIYSK,-1.0,-1.0,KATAIYSK
Kataysk,56.28323289999999,62.583099,KATAJSK
Katash-Karan,55.2975743,52.6346688,KATASHKARAN
KATAVIVANOVS,-1.0,-1.0,KATAVIVANOVS
Katav-Ivanovsk,54.7472492,58.20114150000001,KATAVIVANOVSK
Kataysk,56.28323289999999,62.583099,KATAYSK
7,59.716123,30.3956531,KATERINAOSOB
KATIVANOVSK,-1.0,-1.0,KATIVANOVSK
Katkova Shchel',43.856192,39.4132329,KATKOVA
Katkovo,51.6563457,81.4638278,KATKOVO
Katmysh,55.6367513,50.8407528,KATMYSH
Katun River,51.08446259999999,86.1499248,KATUN
Katunino,64.39163549999999,40.6379658,KATUNINO
Katyn,54.7711727,31.6868874,KATYN
Katyrina,51.6477787,35.8130584,KATYRINA
Kauchuk,51.4671056,35.1974909,KAUCHUK
Kaunas,54.8985207,23.9035965,KAUNAS
1A,54.9378448,23.7799866,KAUNO R.
Kaunas,54.8985207,23.9035965,KAUNO RAJ.GA
Kavkazskaya,45.4414893,40.6703827,KAVKAZSKAYA
KAYALSKIJ,-1.0,-1.0,KAYALSKIJ
Kayasan,55.2076413,62.2408487,KAYASAN
Kaz,53.1126873,87.5534854,KAZ
434,37.4272391,-122.1663082,KAZACHI LAGER
Reka Kazach'ya,71.4303582,84.1537472,KAZACHYA SLO
KAZACZKOE,-1.0,-1.0,KAZACZKOE
Kazayevo,57.492496,56.6939749,KAZAEVO
Kazaki,52.6307327,38.2668833,KAZAKI
KAZAKKOCHERD,-1.0,-1.0,KAZAKKOCHERD
Kazan,55.7878944,49.1233294,KAZAN
Kazan,55.7878944,49.1233294,KAZAN G
Kazantsevo,53.4114145,92.0169712,KAZANCEVO
Kazan,55.7878944,49.1233294,KAZANJ
Kazanka River,56.084434,49.8765872,KAZANKA S.
Kazanovo,51.7833486,115.8485193,KAZANOVO
Kazanskaya,45.411074,40.42671139999999,KAZANSKAYA
Kazanskoye,55.6402229,69.2261846,KAZANSKOE
Kazantsevo,54.6779689,21.6806991,KAZANTSEVO
Kazarkino,55.394251,67.405777,KAZARKINO
Kazarma,54.9435023,55.3676696,KAZARMA
Reka Kazym,63.1916382,71.434822,KAZIM
Kazinka,52.5374752,39.8284651,KAZINKA
Kazulino,55.3335042,33.5367128,KAZULINO
Kazan,55.7878944,49.1233294,KAZYM
KEBANYEL,-1.0,-1.0,KEBANYEL
Башкортостан Републиц,53.9321,55.9041001,KEBYACHEVO D.
Kedrovy,57.56046299999999,79.565293,KEDROVY
Kedrovy,57.56046299999999,79.565293,KEDROVYI
Kedrovy,57.56046299999999,79.565293,KEDROVYJ
Kedrovy,57.56046299999999,79.565293,KEDROVYY
Kehl,48.5788725,7.8160821,KEHL
Kekur,56.6155614,93.574928,KEKUR
Kem,64.9551847,34.5981891,KEM
4,59.9386284,30.3322771,KEMDIN
Kemerovo,55.3443282,86.06208649999999,KEMEROVA
Kemerovo,55.3443282,86.06208649999999,KEMEROVO
Kemerovo,55.3443282,86.06208649999999,KEMEROVO G
Kemerovo,55.3443282,86.06208649999999,KEMEROVSKAYA
Kemerovo,55.3443282,86.06208649999999,KEMERV
Kemlya,54.6949351,45.2356696,KEMLYA
36,-26.0900535,28.2715835,KEMPTON PARK
Ҡыңғыр-Мәнәүез ауылы,53.6762537,54.4012908,KENGERMENEUZ
Kentau,43.5161759,68.5090258,KENTAU
Keramzitnyy,55.4117863,65.4362134,KERAMZITNYY
Kerch,45.357314,36.468293,KERCH
Kerch,45.357314,36.468293,KERCHOMYA
Kesova Gora,57.579804,37.2914193,KESOVA GORA
Ketchenery,47.3053926,44.5268078,KETCHENERY
Ketovo,55.3479146,65.32390300000002,KETOVO
Kirovskii,45.0956164,133.4980776,KETOVSKIY
Kotovsky District,50.3284767,44.7885862,KETOVSKIY PN
Kotovskiy,50.8500514,41.9440698,KETOVSKIY RN
Kety,57.8950463,56.0104425,KETY
Kez,57.903389,53.715125,KEZ
KH. GRAIVORO,-1.0,-1.0,KH. GRAIVORO
2715,39.3210859,-76.61680249999999,KH. ZHURAVLEV
Khanty-Mansiysk,61.00605700000001,69.0312136,KH.MANSIYSK
Khabarovsk,48.4814433,135.0720666,KHABAROVSK
Khabarovsk,48.4814433,135.0720666,KHABAROVSK G
Khabarovsk Krai,50.5888431,135.0,KHABAROVSKIY
Khabarovsk,48.4814433,135.0720666,KHABARSKOE
Khabary,53.616158,79.5357643,KHABARY
Karabulak,43.3101004,44.9047417,KHADABULAK
Khadyzhensk,44.4230464,39.5366816,KHADYZHENSK
31а,44.4171761,39.5361794,KHADYZHENSK G
Reka Khaim,52.6385933,108.3788385,KHAIM
Khotilovo,57.7267196,34.0787174,KHALILOVO
Khalilovo,53.0524218,58.5607996,KHALILOVO S.
Khamyshki,44.0933886,40.1360142,KHAMYSHKI
19,12.2057408,109.2757395,KHANH HOA
Khanh Hoa Province,12.2585098,109.0526076,KHANHHOA
Khankala,43.3080778,45.76972749999999,KHANKALA
Khanskaya,44.67852870000001,39.96209229999999,KHANSKAYA
Khanty-Mansiysk,61.00605700000001,69.0312136,KHANTIMANSIISK
Khanty-Mansi Autonomous Okrug,62.2287062,70.6410057,KHANTY MANSI
Khanty-Mansi Autonomous Okrug,62.2287062,70.6410057,KHANTY MANSIY
Khanty-Mansiysk,61.00605700000001,69.0312136,KHANTYMAHSIYSK
Khanty-Mansi Autonomous Okrug,62.2287062,70.6410057,KHANTYMANSI
Khanty-Mansiysk,61.00605700000001,69.0312136,KHANTYMANSIISK
Khanty-Mansi Autonomous Okrug,62.2287062,70.6410057,KHANTYMANSIJ
Khanty-Mansiysk,61.00605700000001,69.0312136,KHANTYMANSIJSK
Khanty-Mansi Autonomous Okrug,62.2287062,70.6410057,KHANTYMANSISK
Khanty-Mansi Autonomous Okrug,62.2287062,70.6410057,KHANTYMANSIY
Khanty-Mansiysk,61.00605700000001,69.0312136,KHANTYMANSIYSK
Seliyarovo,61.299057,70.346558,KHANTYMANSIYSKIY RN SELIYAROV
Khanty-Mansiysk,61.00605700000001,69.0312136,KHANTYMANSYISK
Khanty-Mansiysk,61.00605700000001,69.0312136,KHANTYMANSYSK
Khanymey,63.72213109999999,75.94678619999999,KHANYMEJ
Khanymey,63.72213109999999,75.94678619999999,KHANYMEY
Kharabali,47.4038111,47.24866369999999,KHARABALI
Kharino,56.0535712,41.9874786,KHARINO
Kharkiv,49.9935,36.230383,KHARKOVO
Kharovsk,59.95055559999999,40.2064743,KHAROVSK
27,59.971973,40.19156,KHAROVSK G
Kharuta,66.8399737,59.5300118,KHARUTA
Khasavyurt,43.2562013,46.58933529999999,KHASAVYURT
KHATUEJ,-1.0,-1.0,KHATUEJ
Kherson,46.635417,32.616867,KHERSON
Khilgana,53.9136244,110.0993116,KHILGANA
Skolkovo Innovation Center,55.6934239,37.3432387,KHILKOVO
Khilok,51.3634073,110.459037,KHILOK
Khilok,51.3634073,110.459037,KHILOK G
Khimki,55.8940553,37.44394870000001,KHIMKI
Khimki,55.90858429999999,37.407785,KHIMKI G
Sheremetyevo - A.S. Pushkin international airport,55.9736482,37.412503,KHIMKI G AER
Khimki,55.8940553,37.44394870000001,KHIMKI G LEV
24,55.8853158,37.454415,KHIMKI MKR.L
Khimki,55.8940553,37.44394870000001,KHIMKI TER.
KHIMKINSKIY R,-1.0,-1.0,KHIMKINSKIY R
Khirino,55.1780913,44.02676030000001,KHIRINO
Khislavichi,54.184591,32.1565904,KHISLAVICHI
Khlebnikovo,58.806667,40.822222,KHLEBNIKOVO
Suite 378,45.4958012,-122.5498222,KHLEVNOE
KHMANSITYSK,-1.0,-1.0,KHMANSITYSK
Khanty-Mansiysk,61.00605700000001,69.0312136,KHMANSIYSK
Khanty-Mansi Autonomous Okrug,62.2287062,70.6410057,KHMAO PGT. F
124,52.9814683,36.10790679999999,KHMELEVAYA PO
Khmelevka,51.3806352,45.8536483,KHMELEVKA
KHMELINECZ,-1.0,-1.0,KHMELINECZ
5716,37.7805299,-122.4809207,KHO
Khobotovo,53.0432199,40.4009724,KHOBOTOVO
с. Хохловка,58.2603357,56.2606346,KHOKHLOVKA
Khokhlovo,50.708096,36.6833476,KHOKHLOVO
Khokhol,51.5725261,38.75406,KHOKHOL
Khokhol'skii,51.5740692,38.7897326,KHOKHOLSKIY
Khokhryaki,56.9154663,53.3224108,KHOKHRYAKI
Kholki,50.8523423,37.7516512,KHOLKI
Kholmogorovka,54.7871197,20.4153728,KHOLMOGOROVKA
Kholmogory,64.22660739999999,41.6481603,KHOLMOGORY
Kholmskaya,44.8483621,38.3881198,KHOLMSKAYA
Iowa City,41.66270780000001,-91.5549771,KHOLMZHIRKOV
Kholodkovo,53.27863079999999,36.6638421,KHOLODKOVO
Kholuy,56.57715289999999,41.8656733,KHOLUY
Khomutinino,54.5452403,61.44617160000001,KHOMUTININO
Khomutovsky District,51.8492533,34.7051861,KHOMUTLYAYSKO
Khomutovka,51.9203909,34.5639142,KHOMUTOVKA
Khomutovo,52.8554973,37.4400641,KHOMUTOVO
Khor,47.8862651,134.9523164,KHOR
Khorinsk,52.1662684,109.7765741,KHORINSK
Khorlovo,55.3315791,38.8842656,KHORLOVO
1004,40.088863,-75.05319899999999,KHOROSHENKOE
Khoroshevo,56.136612,42.6786614,KHOROSHEVO
Khoroshevskiy,55.7783126,37.52355780000001,KHOROSHEVSKIJ
Khorugvino,56.12128509999999,37.2162316,KHORUGVINO
Khoshun-Uzur,51.2466796,107.583346,KHOSHUNUZUR
Khosta Microdistrict,43.5153002,39.8739639,KHOSTA
KHOTICY,-1.0,-1.0,KHOTICY
Khotiml',56.6540346,41.7118525,KHOTIML
KHOTKO,-1.0,-1.0,KHOTKO
Khotkovo,56.2535371,37.9772292,KHOTKOVO
Khot'kovo,56.30466569999999,37.9386887,KHOTKOVO G
Khotyn,48.5097106,26.4903334,KHOTYNEC
Khotyn,48.5097106,26.4903334,KHOTYNECZ
Chatanga,71.964027,102.4406129,KHOYTOAGA
Khrabrovo,54.8881025,20.5840674,KHRABROVO
Khrabrovo,54.8881025,20.5840674,KHRABROVO P
Khrebtovaya,56.7071954,104.2528709,KHREBTOVAYA
Khrenovoye,51.1132119,40.2897351,KHRENOVOE
United States,37.09024,-95.712891,KHRUSHHEVO
Khryashchevka,53.8168303,49.0891636,KHRYASHCHEVKA
Khryashchevka,53.8168303,49.0891636,KHRYASHHEVKA
Khudayberdino,52.7968807,56.04596919999999,KHUDAJBERDINO
KHUDOELANSKOE,-1.0,-1.0,KHUDOELANSKOE
Khudorozhkina,52.9674115,103.2312308,KHUDOROZHKINA
Khulimsunt,62.86414660000001,61.64264170000001,KHULIMSUNT
Khurba,50.40294,136.925514,KHURBA
Hutchinson Regional Airport-HUT,38.0650312,-97.8660825,KHUT BELIKI
KHUT. ELKIN,-1.0,-1.0,KHUT. ELKIN
Эстосадок,43.67278599999999,40.297502,KHUTOR IM LEN
Khuzhir,53.1905954,107.3306835,KHUZHIR
Khvalynsk,52.50101919999999,48.0923303,KHVALYNSK
Khvalynsk,52.50101919999999,48.0923303,KHVALYNSKIY
Khvorostyanka,52.61178049999999,48.9607701,KHVOROSTYANKA
Khvoshchevka,53.2544169,39.0040818,KHVOSHCHEVKA
Khoroshevka,54.8307961,37.8157771,KHVOSHHEVKA
Khyrkasy,56.1072944,47.0305543,KHYRKASY
Kibechkasy,56.080997,46.9589742,KIBECHKASY
Kichanovo,57.9105814,55.98716289999999,KICHANOVO
Kichigino,54.51120419999999,61.2680125,KICHIGINO
Kichmengsky Gorodok,59.9920582,45.80048559999999,KICHMENGSKIJ
Kichmengsky Gorodok,59.9920582,45.80048559999999,KICHMENGSKIY
1,27.8518414,-82.7005666,KIEN GIANG
Kyiv,50.4501,30.5234,KIEVA
Kiyevo,58.400403,39.9234112,KIEVO
Kiyevskiy,55.4306346,36.8663498,KIEVSKIJ
Kiyevskiy,55.4306346,36.8663498,KIEVSKIY
Kiyevskoye,45.0243192,37.8846172,KIEVSKOE
Kikerino,59.4651814,29.6237535,KIKERINO
KIKNURSKOE GO,-1.0,-1.0,KIKNURSKOE GO
Kildinstroy,68.8051277,33.1012467,KILDINSTROJ
Kolpashevo,58.31338219999999,82.9036376,KILDYUSHEVO
Kilemary,56.7782576,46.8561191,KILEMARY
Kilinchi,46.2931386,48.2464477,KILINCHI
Kil'mez',56.9455167,51.0610887,KILMEZ
KILMEZSKOE GO,-1.0,-1.0,KILMEZSKOE GO
Kimovsk,53.9704765,38.5401265,KIMOVSK
Kimry,56.8603977,37.3598915,KIMRI
Kimry,56.8603977,37.3598915,KIMRY
Kimry,56.8603977,37.3598915,KIMRY G
Kinel,53.2210128,50.6343922,KINEL
Kinel,53.2210128,50.6343922,KINEL ALEKSEE
Kinel'-Cherkassy,53.4671281,51.5058769,KINELCHERKAS
Kinel'-Cherkassy,53.4671281,51.5058769,KINELCHERKASSY
Kiner',56.78815909999999,50.4553471,KINER
Kineshemsky District,57.3627802,42.3435147,KINESHEMSKIY
Kineshma,57.44262490000001,42.1159511,KINESHMA
King's Lynn,52.7516798,0.4022963000000001,KING S LYNN
Kingisepp,59.3801537,28.61908,KINGISEPP
Estuary Road,52.7694894,0.3901047,KINGS LYNN
Kyiv,50.4501,30.5234,KINGV
44-а,44.46768669999999,34.14353300000001,KIPARISNOE
Kiparisovo,43.4775858,131.9237413,KIPARISOVO
Kipchak,56.389444,55.418611,KIPCHAK
Kipen',59.6739075,29.84984189999999,KIPEN
Kireyevo,50.0133038,44.4888274,KIREEVO
Kireyevsk,53.93546480000001,37.9256207,KIREEVSK
Ust'-Kiran,50.414293,106.8056791,KIREN
Kirga,56.3483485,55.1709356,KIRGA
Kirgiz-Miyaki,53.633696,54.807112,KIRGIZMIYAKI
Derevnya Kirikovo,60.33097769999999,32.5965938,KIRIKOVO
Kirillov,59.8616606,38.3786746,KIRILLOV
Kirillovka,53.2122791,38.0420599,KIRILLOVKA
Kirillov,59.8616606,38.3786746,KIRILLOVO
Kirillovskoe,57.7678674,39.5154349,KIRILLOVSKOE
Kirishi,59.44605430000001,32.015188,KIRISHI
2,69.7281567,30.0412141,KIRKENES
1,60.1249315,24.4393056,KIRKKONUMMI
Kirov,58.6030012,49.6679437,KIROV
Kirov,58.6030012,49.6679437,KIROV G
Киров,52.81444399999999,56.039167,KIROVA
Kirovgrad,57.4299114,60.0563488,KIROVGRAD
Kirov,58.6030012,49.6679437,KIROVO
Kirovo-Chepetsk,58.5540671,49.9885605,KIROVO CHEPECK
Kirovo-Chepetsk,58.5540671,49.9885605,KIROVO CHEPETSK
Kirovo-Chepetsk,58.5540671,49.9885605,KIROVOCHEPEC
Киров,52.81444399999999,56.039167,KIROVOCHEPET
Kropyvnytskyi,48.50793300000001,32.262317,KIROVOGRAD
Kirovohrad Oblast,48.50793300000001,32.262317,KIROVOGRADSKA
Kirovsk,67.6150871,33.6612163,KIROVSK
Kirovsk,67.6150871,33.6612163,KIROVSK G
Kirov Oblast,58.4198529,50.2097248,KIROVSKAYA
Saint Petersburg,59.9310584,30.3609096,KIROVSKII RO
Kirovskiy,45.84903,48.1178049,KIROVSKIJ
Kirovsky District,45.0290483,133.5999449,KIROVSKIY KP.
39,46.3403469,48.0226982,KIROVSKIY RN
9,46.3505719,48.025924,KIROVSKIY RO
Kirpichnoye,44.1664637,39.2008133,KIRPICHNOE
8714,40.620574,-74.027357,KIRPICHNOGO Z
Kirpichnyy,45.7900211,40.1538828,KIRPICHNY
Kirpichnyy,45.7900211,40.1538828,KIRPICHNYJ
Kirpil'skaya,45.3743275,39.6912723,KIRPILSKAYA
Kirs,59.3400213,52.2413233,KIRS
Kirshino,59.6441853,55.20726819999999,KIRSHINO
Kirza,54.24148330000001,81.65753219999999,KIRZA
Kirzhach,56.149335,38.8484509,KIRZHACH
Kirzya,55.6092588,56.8033493,KIRZYA
Kiselevka,56.7708629,58.613718,KISELEVKA
Kiselevo,59.411389,38.654167,KISELEVO
Kiselyovsk,54.0055243,86.64975799999999,KISELEVSK
Kisel'nya,60.0063311,32.1504483,KISELNYA
Bor-Kiselev,57.82122639999999,36.8601527,KISELV
Ust-Kishert,57.3646912,57.2443716,KISHERT
KISHERTSKIY R,-1.0,-1.0,KISHERTSKIY R
KISHIK,-1.0,-1.0,KISHIK
Kishpek,43.6476052,43.6391543,KISHPEK
Kyshtym,55.7079249,60.5395779,KISHTIM
Kozlovka,55.84024369999999,48.2444441,KISLOVKA
Kislovo,49.901973,45.378251,KISLOVO
Kislovodsk,43.9055914,42.7159184,KISLOVODSK
Gorod Kislovodsk,43.9182229,42.7391616,KISLOVODSK G
Kislovskoye,56.52635,61.5538675,KISLOVSKOE
Kislyakovka,46.3923181,39.6035579,KISLYAKOVKA
Russia,61.52401,105.318756,KISLYAKOVSKAY
28,59.4164388,17.9227929,KISTA
Kitovo,56.0829226,41.7617622,KITOVO
Kitzingen,49.7340805,10.1473777,KITZINGEN
Kivach,62.2770007,33.981011,KIVACH
Kiverichi,57.366733,36.5981876,KIVERICHI
KIWITAXI.COM,-1.0,-1.0,KIWITAXI.COM
Kiyasovo,56.340018,53.119622,KIYASOVO
Kyiv,50.4501,30.5234,KIYEV
Kizel,59.0548727,57.6238318,KIZEL
Kizhi,62.08331329999999,35.2147861,KIZHI
86,52.72155069999999,58.90123930000001,KIZILSKOE
Kizlyar,43.84386569999999,46.71524290000001,KIZLYAR
Kizner,56.28107199999999,51.50668899999999,KIZNER
Kizner,56.28107199999999,51.50668899999999,KIZNER P
KK SLANCHEV B,-1.0,-1.0,KK SLANCHEV B
Klaipėda,55.70329479999999,21.1442795,KLAIPEDA
Klaipėda,55.70329479999999,21.1442795,KLAIPEDOS R.
KLECHEVKA,-1.0,-1.0,KLECHEVKA
Klenovaya,60.263056,43.7538889,KLENOVAYA GOR
Kalinovka,51.8938531,34.5092587,KLENOVKA
Klenovskoye,56.8225146,58.6250691,KLENOVSKOE
"а/дорога Екатеринбург-Пермь, 132 км",56.7920949,58.60386349999999,KLENOVSKOE P
Kolpino,59.761761,30.5788969,KLEOPINO
Klepikovsky District,55.0220571,40.4848332,KLEPIKOVSKIY
Kleshchevka,51.7282479,46.04205320000001,KLESHHEVKA
Kletskaya,49.3069277,43.0542141,KLETSKAYA
Kletskiy,48.5985305,44.6958926,KLETSKIY
Klichka,50.4432988,117.9973093,KLICHKA
4,56.331593,43.9677701,KLIM
Klimovsk,55.35909299999999,37.5210415,KLIMOVKA
Klimovo,52.3763189,32.2005574,KLIMOVO
Klimovo,52.3763189,32.2005574,KLIMOVO KLIM
Klimovsk,55.35909299999999,37.5210415,KLIMOVSK
Klin,56.33250640000001,36.7277096,KLIN
Klin,56.33250640000001,36.7277096,KLIN G
Klintsy,52.7566164,32.2566693,KLINCI
Klintsy,52.7566164,32.2566693,KLINCY
Klinsky District,56.3297862,36.715615,KLINSKIY
Klintsy,52.7566164,32.2566693,KLINTSY
Klushino,55.6689695,35.0469661,KLISHINO
Klochki,53.18111099999999,82.578611,KLOCHKI
Klushino,55.6689695,35.0469661,KLUSHINO
Klyavlino,54.256028,52.026029,KLYAVLINO
KLYUCHAREVO,-1.0,-1.0,KLYUCHAREVO
Klyuchevskaya Sopka,56.0575376,160.6414579,KLYUCHEVOE
Klyuchevskaya Sopka,56.0575376,160.6414579,KLYUCHEVSKIJ
Klyuchi,56.3220231,160.8433324,KLYUCHI
Klyuchiki,57.78929539999999,55.7566093,KLYUCHIKI KU
KM,-1.0,-1.0,KM
KM A,-1.0,-1.0,KM A
Russia,61.52401,105.318756,KM AD KOR
United States,37.09024,-95.712891,KM AD KRI
Russia,61.52401,105.318756,KM AD LA
940,27.765414,-82.6478727,KM AD MAY
900,40.8947334,-73.9425538,KM AD MO
Russia,61.52401,105.318756,KM AD SA
Stillwater,36.1270236,-97.0737222,KM AVTO
"71-й км, а.д Дон",55.1684737,37.9191069,KM AVTODOR
KM BAJKALS,-1.0,-1.0,KM BAJKALS
E11376,43.5472981,-89.7546988,KM FEDERA
Russia,61.52401,105.318756,KM I M
700,38.8985658,-77.04428419999999,KM KARACHAE
KM MURMANS,-1.0,-1.0,KM MURMANS
KM NOVOSIB,-1.0,-1.0,KM NOVOSIB
KM VYBORGS,-1.0,-1.0,KM VYBORGS
Knyaginino,55.8210881,45.0348191,KNYAGININO
KNYAGINO,-1.0,-1.0,KNYAGINO
Knyazevo,54.7962467,56.24073319999999,KNYAZEVO
293,40.7462521,-73.9937996,KOBELYAKI
Kobelyaky,49.15179269999999,34.1953871,KOBELYAKY
Kob-Pokrovka,54.7198319,55.0080119,KOBPOKROVKA
Kobylinka,53.79191119999999,38.0161797,KOBYLINKA
Kochanur,56.934827,49.22726790000001,KOCHANUR
Kochedykovo,56.9448586,41.0528985,KOCHEDYKOVO
д. 1,54.03451159999999,43.9262627,KOCHELAEVO
Kochenёvo,55.0210439,82.2075255,KOCHENEVO
Kocherikova,53.7425764,107.7848546,KOCHERIKOVA
Kochetovka,51.3528299,38.8012221,KOCHETOVKA
Kochetovskaya,47.5787902,40.8448901,KOCHETOVSKAYA
Kochevo,59.6185698,54.3310196,KOCHEVO
Kochki,51.0041096,37.2240553,KOCHKI
KOCHKOPOZHARK,-1.0,-1.0,KOCHKOPOZHARK
Kochkurovo,54.0338283,45.4271834,KOCHKUROVO
Kochubeyevskoye,44.6795654,41.8204102,KOCHUBEEVSKOE
Kodinsk,58.60767269999999,99.1779093,KODINSK
KOEGOSHHA,-1.0,-1.0,KOEGOSHHA
Cologne,50.937531,6.9602786,KOELN
Kogalym,62.2665501,74.5446849,KOGALIM
Kogalym,62.2665501,74.5446849,KOGALM
Kogalym,62.2665501,74.5446849,KOGALUM
Kogalym,62.2665501,74.5446849,KOGALYM
Kogalym,62.2665501,74.5446849,KOGALYM G
KOGHINO,-1.0,-1.0,KOGHINO
Koygorodok,60.4563994,50.9907161,KOJGORODOK
KOJSUG,-1.0,-1.0,KOJSUG
Kokshetau,53.2871307,69.40444939999999,KOKCHETAU
